"id","loan_amount","annual_income","issue_date","dti","int_rate","grade","sub_grade","term_months","total_payment","profit","loan_status"
597069,"5700","99600","2021-10-10","9.04","10.38","B","B1",60,"6824","1124","Fully Paid"
683809,"6000","94000","2021-03-11","3.82","9.63","B","B1",60,"7374","1374","Fully Paid"
1045354,"14400","84000","2021-12-11","10.50","11.71","B","B3",60,"18686","4286","Fully Paid"
713646,"14000","50000","2021-03-11","6.22","10.00","B","B2",60,"17559","3559","Fully Paid"
737632,"9000","194808","2021-04-11","13.89","10.37","B","B3",60,"11501","2501","Fully Paid"
658019,"5000","78000","2021-01-11","14.18","10.74","B","B4",60,"6462","1462","Fully Paid"
696390,"13000","52800","2021-03-11","2.45","10.37","B","B3",60,"16715","3715","Fully Paid"
716186,"2800","61200","2021-04-11","20.20","10.74","B","B4",60,"3545","745","Fully Paid"
635320,"10200","32500","2021-12-10","5.80","10.36","B","B5",60,"13112","2912","Fully Paid"
738971,"28000","102000","2021-04-11","13.81","10.99","B","B3",60,"36045","8045","Fully Paid"
739259,"9600","52008","2021-05-11","9.34","10.74","B","B4",60,"12449","2849","Fully Paid"
730144,"3100","33600","2021-04-11","14.18","10.37","B","B3",60,"3986","886","Fully Paid"
590494,"2900","65000","2021-10-10","12.78","11.86","B","B5",60,"3013","113","Fully Paid"
805151,"9000","93408","2021-07-11","14.08","10.99","B","B3",60,"11582","2582","Fully Paid"
645924,"11000","102000","2021-01-11","16.49","9.62","B","B3",60,"12897","1897","Fully Paid"
966908,"7200","36000","2021-09-11","12.53","12.42","B","B4",60,"7969","769","Fully Paid"
630586,"6300","40000","2021-12-10","1.62","9.62","B","B3",60,"6904","604","Fully Paid"
744550,"6000","72000","2021-05-11","3.17","11.49","B","B4",60,"6414","414","Fully Paid"
629530,"8400","49200","2021-12-10","12.34","9.99","B","B4",60,"10706","2306","Fully Paid"
620010,"18000","120000","2021-12-10","3.81","9.62","B","B3",60,"15934","-2066","Fully Paid"
984263,"2400","132000","2021-10-11","14.46","9.91","B","B1",60,"2885","485","Fully Paid"
615963,"10000","65000","2021-11-10","18.68","9.62","B","B3",60,"8439","-1561","Fully Paid"
684314,"6000","93600","2021-02-11","13.79","11.11","B","B5",60,"6271","271","Fully Paid"
682541,"13500","42900","2021-03-11","7.83","10.74","B","B4",60,"15951","2451","Fully Paid"
768643,"3000","24720","2021-05-11","0.00","10.99","B","B3",60,"3912","912","Fully Paid"
526647,"4000","28800","2021-06-10","0.54","11.86","B","B5",60,"5322","1322","Fully Paid"
649984,"5000","100000","2021-01-11","1.72","10.37","B","B3",60,"5128","128","Fully Paid"
671807,"2800","78000","2021-02-11","12.54","11.11","B","B5",60,"3162","362","Fully Paid"
854409,"14500","98000","2021-08-11","11.88","9.99","B","B1",60,"16776","2276","Fully Paid"
589858,"5000","28800","2021-10-10","8.33","13.61","C","C2",60,"6920","1920","Fully Paid"
743347,"8000","46800","2021-05-11","1.28","12.99","C","C1",60,"9185","1185","Fully Paid"
578029,"2400","27600","2021-09-10","13.96","13.23","C","C1",60,"2650","250","Fully Paid"
636390,"10500","86400","2021-01-11","9.67","13.72","C","C5",60,"13122","2622","Fully Paid"
586758,"2550","93600","2021-09-10","20.94","13.61","C","C2",60,"3480","930","Fully Paid"
689092,"7200","96000","2021-03-11","9.34","13.80","C","C4",60,"9050","1850","Fully Paid"
786798,"2000","42000","2021-06-11","11.17","15.23","C","C5",60,"2075","75","Fully Paid"
674942,"15850","55680","2021-02-11","25.02","13.80","C","C4",60,"21999","6149","Fully Paid"
551232,"12000","68196","2021-08-10","20.76","13.23","C","C1",60,"16467","4467","Fully Paid"
669046,"11200","59496","2021-02-11","16.26","13.06","C","C2",60,"15199","3999","Fully Paid"
695460,"1600","52500","2021-03-11","13.76","14.17","C","C5",60,"2242","642","Fully Paid"
614818,"6000","50000","2021-11-10","2.23","15.57","D","D5",60,"8672","2672","Fully Paid"
652229,"7000","140820","2021-01-11","4.19","15.28","D","D3",60,"10053","3053","Fully Paid"
660681,"9000","28000","2021-01-11","5.19","15.28","D","D3",60,"12068","3068","Fully Paid"
805242,"7500","78000","2021-07-11","8.98","16.49","D","D3",60,"7604","104","Fully Paid"
1022153,"12000","100000","2021-11-11","12.46","17.27","D","D3",60,"15554","3554","Fully Paid"
673461,"15600","46800","2021-02-11","3.62","16.02","D","D5",60,"15808","208","Fully Paid"
790674,"12000","64500","2021-06-11","4.15","19.29","E","E4",60,"18318","6318","Fully Paid"
765780,"4000","50220","2021-06-11","12.52","17.99","E","E1",60,"4294","294","Fully Paid"
706365,"5000","36000","2021-03-11","4.17","17.14","E","E3",60,"7091","2091","Fully Paid"
775416,"4000","119153","2021-06-11","8.06","17.99","E","E1",60,"5900","1900","Fully Paid"
674099,"6000","43920","2021-02-11","15.71","16.40","E","E1",60,"8832","2832","Fully Paid"
679944,"9000","90000","2021-03-11","2.28","13.43","C","C3",60,"12406","3406","Fully Paid"
599963,"6600","79200","2021-10-10","1.91","6.17","A","A3",60,"7687","1087","Fully Paid"
751935,"5000","51600","2021-05-11","27.42","10.99","B","B3",60,"6505","1505","Fully Paid"
533220,"2100","50000","2021-06-10","4.05","13.61","C","C2",60,"2881","781","Fully Paid"
532725,"6000","67000","2021-06-10","18.56","13.23","C","C1",60,"7684","1684","Fully Paid"
710965,"3900","42000","2021-04-11","20.46","13.80","C","C4",60,"3945","45","Fully Paid"
991009,"5600","100800","2021-10-11","18.70","15.27","C","C4",60,"6319","719","Fully Paid"
668882,"12325","48000","2021-03-11","5.90","16.40","E","E1",60,"17786","5461","Fully Paid"
709807,"4950","12582","2021-03-11","10.49","16.40","E","E1",60,"6771","1821","Fully Paid"
548807,"4000","19632","2021-07-10","21.70","16.45","E","E1",60,"4422","422","Fully Paid"
606293,"11200","52000","2021-11-10","1.50","6.54","A","A4",60,"8519","-2681","Fully Paid"
582724,"4500","32000","2021-09-10","13.43","7.88","A","A5",60,"5470","970","Fully Paid"
602781,"15325","70000","2021-10-10","10.30","6.54","A","A4",60,"18008","2683","Fully Paid"
713654,"4800","24100","2021-04-11","0.25","10.37","B","B3",60,"6172","1372","Fully Paid"
733566,"7500","84000","2021-04-11","17.79","10.37","B","B3",60,"8769","1269","Fully Paid"
756153,"1300","66000","2021-05-11","27.69","10.59","B","B2",60,"1367","67","Fully Paid"
677398,"12000","32140.8","2021-02-11","8.55","10.00","B","B2",60,"13439","1439","Fully Paid"
617362,"5000","45000","2021-11-10","19.01","10.36","B","B5",60,"6427","1427","Fully Paid"
716830,"12000","62500","2021-04-11","9.62","11.11","B","B5",60,"12113","113","Fully Paid"
547607,"6500","40000","2021-07-10","4.92","10.38","B","B1",60,"8284","1784","Fully Paid"
705357,"9000","26928","2021-03-11","10.47","10.37","B","B3",60,"11572","2572","Fully Paid"
663059,"5000","38000","2021-02-11","17.02","10.37","B","B3",60,"6429","1429","Fully Paid"
726890,"5000","48000","2021-04-11","9.28","10.00","B","B2",60,"6333","1333","Fully Paid"
965311,"4200","36960","2021-09-11","16.10","12.42","B","B4",60,"4686","486","Fully Paid"
572804,"7575","63996","2021-09-10","10.39","10.75","B","B2",60,"8996","1421","Fully Paid"
523313,"9000","40000","2021-06-10","1.25","11.86","B","B5",60,"11981","2981","Fully Paid"
581150,"3600","22800","2021-09-10","4.84","13.98","C","C3",60,"4879","1279","Fully Paid"
707054,"17600","48000","2021-03-11","9.47","12.68","C","C1",60,"20294","2694","Fully Paid"
744143,"7000","36000","2021-05-11","10.03","12.99","C","C1",60,"9552","2552","Fully Paid"
549570,"8800","92400","2021-07-10","20.14","13.61","C","C2",60,"11851","3051","Fully Paid"
561670,"3500","12000","2021-08-10","1.10","13.23","C","C1",60,"4179","679","Fully Paid"
557170,"10000","36320","2021-08-10","2.25","13.98","C","C3",60,"10804","804","Fully Paid"
728090,"4000","45600","2021-04-11","11.21","12.68","C","C1",60,"4362","362","Fully Paid"
631535,"7000","43000","2021-02-11","7.28","13.80","C","C4",60,"9606","2606","Fully Paid"
1006327,"4500","37200","2021-11-11","18.16","13.49","C","C1",60,"5570","1070","Fully Paid"
730742,"7000","56000","2021-04-11","11.36","12.68","C","C1",60,"8955","1955","Fully Paid"
737767,"10750","36960","2021-05-11","18.44","15.23","C","C5",60,"15042","4292","Fully Paid"
755405,"6400","24600","2021-05-11","10.15","14.79","C","C4",60,"7292","892","Fully Paid"
821741,"6275","60000","2021-07-11","15.24","13.49","C","C2",60,"7991","1716","Fully Paid"
557487,"5600","36500","2021-08-10","0.41","13.23","C","C1",60,"7649","2049","Fully Paid"
548396,"4000","52000","2021-07-10","2.15","16.32","D","D5",60,"4108","108","Fully Paid"
590946,"9000","69600","2021-10-10","4.88","15.21","D","D2",60,"10394","1394","Fully Paid"
870820,"6600","24000","2021-09-11","12.45","16.89","D","D4",60,"9680","3080","Fully Paid"
747991,"3500","14000","2021-05-11","3.00","16.89","D","D4",60,"4555","1055","Fully Paid"
704079,"10000","57000","2021-03-11","15.35","14.91","D","D2",60,"14166","4166","Fully Paid"
616771,"3900","16800","2021-11-10","17.50","15.20","D","D4",60,"4324","424","Fully Paid"
651738,"2500","34800","2021-01-11","21.17","14.91","D","D2",60,"2901","401","Fully Paid"
878091,"2900","45600","2021-09-11","23.74","16.49","D","D3",60,"4191","1291","Fully Paid"
533859,"7200","21600","2021-06-10","12.22","15.58","D","D3",60,"9894","2694","Fully Paid"
1008369,"9975","82400","2021-11-11","15.83","17.58","D","D4",60,"10540","565","Fully Paid"
722587,"5000","100000","2021-04-11","1.52","16.02","D","D5",60,"7298","2298","Fully Paid"
761715,"6900","60000","2021-05-11","11.58","15.99","D","D2",60,"10032","3132","Fully Paid"
565302,"4000","72000","2021-08-10","22.60","15.95","D","D4",60,"5484","1484","Fully Paid"
711322,"9600","42000","2021-03-11","5.20","15.28","D","D3",60,"13188","3588","Fully Paid"
586933,"6000","35000","2021-09-10","12.45","16.32","D","D5",60,"8816","2816","Fully Paid"
535504,"5000","61543.2","2021-06-10","4.80","16.45","E","E1",60,"7244","2244","Fully Paid"
691788,"6000","36000","2021-03-11","17.07","17.14","E","E3",60,"8405","2405","Fully Paid"
718201,"3500","24000","2021-04-11","22.50","16.77","E","E2",60,"4984","1484","Fully Paid"
593249,"3600","31200","2021-10-10","10.38","16.45","E","E1",60,"5095","1495","Fully Paid"
583228,"7000","33000","2021-09-10","3.27","16.45","E","E1",60,"10314","3314","Fully Paid"
741966,"10000","51600","2021-05-11","8.93","17.99","E","E1",60,"11559","1559","Fully Paid"
572356,"6700","49920","2021-08-10","2.31","16.45","E","E1",60,"9872","3172","Fully Paid"
682866,"16000","78000","2021-02-11","9.82","16.40","E","E1",60,"16219","219","Fully Paid"
726681,"2000","32000","2021-04-11","2.44","16.77","E","E2",60,"2967","967","Fully Paid"
682554,"7200","42000","2021-02-11","10.89","16.77","E","E2",60,"10376","3176","Fully Paid"
570623,"4800","25200","2021-08-10","14.05","16.82","E","E2",60,"7157","2357","Fully Paid"
713564,"18000","140000","2021-04-11","10.65","17.88","E","E5",60,"27354","9354","Fully Paid"
708331,"2300","12000","2021-03-11","16.70","18.99","F","F3",60,"2865","565","Fully Paid"
776809,"4600","40000","2021-06-11","3.51","20.25","F","F1",60,"5994","1394","Fully Paid"
534506,"6000","33600","2021-06-10","1.13","16.45","E","E1",60,"8535","2535","Fully Paid"
588789,"11000","51000","2021-09-10","17.58","11.49","B","B4",60,"13983","2983","Fully Paid"
691545,"3000","49992","2021-03-11","18.39","10.74","B","B4",60,"3889","889","Fully Paid"
662888,"6000","90000","2021-02-11","12.83","10.37","B","B3",60,"7674","1674","Fully Paid"
698333,"12000","87192","2021-03-11","12.99","18.99","F","F3",60,"16175","4175","Fully Paid"
690464,"7000","77000","2021-03-11","19.78","10.37","B","B3",60,"7351","351","Fully Paid"
874534,"16600","79968","2021-09-11","13.36","17.58","D","D4",60,"23441","6841","Fully Paid"
872530,"13200","57600","2021-09-11","10.38","16.49","D","D3",60,"16422","3222","Fully Paid"
717580,"5000","60000","2021-04-11","10.44","7.29","A","A4",60,"4510","-490","Charged Off"
643293,"9800","39000","2021-01-11","21.02","9.25","B","B2",60,"8185","-1615","Charged Off"
836157,"7750","93600","2021-08-11","17.36","10.99","B","B3",60,"6201","-1549","Charged Off"
571768,"19000","94020","2021-08-10","1.75","11.12","B","B3",60,"13551","-5449","Charged Off"
742519,"5200","72000","2021-05-11","10.83","15.23","C","C5",60,"3215","-1985","Charged Off"
629006,"15000","70000","2021-12-10","9.41","13.35","C","C4",60,"11007","-3993","Charged Off"
790956,"6500","160000","2021-06-11","14.97","16.49","D","D3",60,"7916","1416","Charged Off"
1020303,"10600","72800","2021-11-11","13.04","16.77","D","D2",60,"1918","-8682","Charged Off"
790213,"3250","48000","2021-06-11","13.20","11.99","B","B5",60,"2882","-368","Charged Off"
609784,"15000","43200","2021-11-10","1.08","9.62","B","B3",60,"7989","-7011","Charged Off"
598772,"7500","21552","2021-10-10","4.57","11.49","B","B4",60,"7895","395","Charged Off"
523776,"10000","103000","2021-06-10","17.09","11.49","B","B4",60,"12181","2181","Charged Off"
742562,"6000","13800","2021-05-11","9.65","13.99","C","C3",60,"2228","-3772","Charged Off"
864722,"13000","75000","2021-09-11","3.52","13.49","C","C2",60,"9215","-3785","Charged Off"
668003,"19200","82992","2021-03-11","18.00","15.28","D","D3",60,"23367","4167","Charged Off"
670575,"16200","53000","2021-02-11","14.31","17.14","E","E3",60,"14845","-1355","Charged Off"
695127,"6000","58000","2021-03-11","21.41","17.51","E","E4",60,"6785","785","Charged Off"
680891,"21600","88000","2021-02-11","7.62","17.51","E","E4",60,"28049","6449","Charged Off"
989786,"10400","27600","2021-10-11","10.74","19.03","E","E2",60,"4543","-5857","Charged Off"
770771,"2650","66000","2021-06-11","29.73","8.49","A","A5",60,"2669","19","Fully Paid"
1019919,"12000","118392","2021-11-11","9.75","8.90","A","A5",60,"13481","1481","Fully Paid"
516874,"20000","234996","2021-05-10","12.51","7.88","A","A5",60,"15958","-4042","Fully Paid"
552542,"9000","168000","2021-07-10","9.68","7.88","A","A5",60,"10918","1918","Fully Paid"
679644,"6000","98899.39","2021-02-11","10.69","7.66","A","A5",60,"7168","1168","Fully Paid"
719847,"3500","33600","2021-04-11","7.75","7.29","A","A4",60,"4161","661","Fully Paid"
562812,"5000","96000","2021-08-10","0.53","7.88","A","A5",60,"6066","1066","Fully Paid"
518466,"5000","63945","2021-05-10","13.64","7.88","A","A5",60,"5327","327","Fully Paid"
587520,"8000","108396","2021-09-10","2.77","7.88","A","A5",60,"9671","1671","Fully Paid"
516805,"5000","104860","2021-05-10","0.81","7.88","A","A5",60,"5544","544","Fully Paid"
776743,"7000","91500","2021-06-11","12.20","9.99","B","B1",60,"8843","1843","Fully Paid"
872797,"9000","146760","2021-09-11","29.79","9.99","B","B1",60,"11379","2379","Fully Paid"
748704,"13500","60000","2021-05-11","9.24","9.99","B","B1",60,"17206","3706","Fully Paid"
554994,"8500","72000","2021-08-10","6.85","10.38","B","B1",60,"10527","2027","Fully Paid"
716447,"6800","103000","2021-04-11","14.25","10.37","B","B3",60,"8103","1303","Fully Paid"
735359,"11000","48000","2021-05-11","21.38","10.37","B","B3",60,"14069","3069","Fully Paid"
634396,"6000","62000","2021-12-10","16.43","9.99","B","B4",60,"7621","1621","Fully Paid"
630915,"15500","124000","2021-12-10","6.92","10.36","B","B5",60,"17959","2459","Fully Paid"
560949,"11200","46992","2021-08-10","15.07","11.12","B","B3",60,"13923","2723","Fully Paid"
739859,"16800","75000","2021-05-11","26.99","11.11","B","B5",60,"21790","4990","Fully Paid"
675873,"13000","86000","2021-02-11","17.39","11.11","B","B5",60,"16948","3948","Fully Paid"
650128,"7000","42000","2021-01-11","17.57","10.74","B","B4",60,"7125","125","Fully Paid"
721983,"5500","34200","2021-05-11","22.56","10.99","B","B3",60,"5551","51","Fully Paid"
826896,"9600","92000","2021-08-11","22.93","10.99","B","B3",60,"12270","2670","Fully Paid"
705826,"4000","59000","2021-03-11","29.15","10.37","B","B3",60,"5092","1092","Fully Paid"
555040,"8500","72000","2021-08-10","0.33","10.38","B","B1",60,"10383","1883","Fully Paid"
888241,"16000","96000","2021-10-11","22.18","12.42","B","B4",60,"16679","679","Fully Paid"
621974,"17000","118000","2021-12-10","4.52","10.36","B","B5",60,"19341","2341","Fully Paid"
723510,"4000","62000","2021-04-11","20.42","10.74","B","B4",60,"4215","215","Fully Paid"
635182,"12450","96000","2021-01-11","13.57","9.62","B","B3",60,"15714","3264","Fully Paid"
554595,"17000","102000","2021-08-10","17.91","11.12","B","B3",60,"20504","3504","Fully Paid"
680684,"9600","96000","2021-02-11","4.63","12.68","C","C1",60,"12830","3230","Fully Paid"
714938,"2000","69600","2021-04-11","13.84","13.06","C","C2",60,"2716","716","Fully Paid"
811406,"5000","60000","2021-07-11","14.30","13.49","C","C2",60,"6431","1431","Fully Paid"
684720,"8400","82500","2021-03-11","11.39","13.43","C","C3",60,"11335","2935","Fully Paid"
1010828,"5000","96000","2021-11-11","22.84","15.27","C","C4",60,"5064","64","Fully Paid"
1049033,"8000","62400","2021-12-11","16.56","14.27","C","C2",60,"11130","3130","Fully Paid"
727077,"10000","49992","2021-04-11","7.83","14.17","C","C5",60,"13816","3816","Fully Paid"
558147,"3000","39600","2021-08-10","13.61","13.98","C","C3",60,"4186","1186","Fully Paid"
600550,"25000","158400","2021-11-10","8.10","12.23","C","C1",60,"20798","-4202","Fully Paid"
533488,"24000","80000","2021-06-10","14.35","13.23","C","C1",60,"24265","265","Fully Paid"
709112,"18500","65667","2021-03-11","25.46","13.06","C","C2",60,"24771","6271","Fully Paid"
664858,"15000","31920","2021-02-11","10.68","13.80","C","C4",60,"20279","5279","Fully Paid"
654915,"22000","37200","2021-01-11","10.48","16.02","D","D5",60,"25046","3046","Fully Paid"
599877,"6400","84996","2021-10-10","22.83","15.57","D","D5",60,"9217","2817","Fully Paid"
756869,"12800","204000","2021-05-11","16.95","17.49","D","D5",60,"17948","5148","Fully Paid"
730003,"5600","37680","2021-04-11","18.73","14.91","D","D2",60,"6070","470","Fully Paid"
744636,"6250","60000","2021-05-11","19.22","15.99","D","D2",60,"7728","1478","Fully Paid"
657025,"13800","27600","2021-01-11","16.83","15.65","D","D4",60,"19982","6182","Fully Paid"
